Name,Occupation,Country,Company,Position,Type,CRI
b8f8e777252ed2edae7f2a67444af8e6,Data Scientist, Spain,Zelros - AI for Augmented Insurers,Data Scientist,Other,Master Exp
b8f9581678d272815a2514d3745cb87c,"Junior physician in general medicine, APHP, Paris, France",Greater Paris Metropolitan Region,"Ecole Nationale Vétérinaire d'Alfort,Centre du sommeil de l'Hôtel-Dieu APHP,Université Paris Descartes,VetoAdom - Urgences vétérinaires à domicile,Center for Interdisciplinary Research, Paris,Veterinary clinic, Bures-sur-Yvette, France","Vet assistant,Medical Student,Benchmark et chargé de communication entreprises et start-ups sleep tech,Junior physician in general medicine, APHP, Paris, France,Student/Master 2 research,Student/ vet thesis,Vet doctor","Other,Research,Student","Master Edu,Master Exp"
b927a0ca4bd81df68a6c46db545ce1e0,CEO at BiomimetiX consulting,Israel,"Paris Descarte,ENS,European Hospital George Pompidou Research Center,BiomimetiX consulting","Frontier in life science PhD program,CEO,PhD in cardiac regeneration,Student","Board,Student","PhD,Master Edu,Master Exp"
b94c0218624e3407efe07d1eb5749c21,"Associate Professor, Sciences Po Paris",Greater Paris Metropolitan Region,"French National Institute of Agricultural Research,Sciences Po","Associate Researcher,Research Associate Professor,Associate Professor, Sciences Po Paris",Research,"Master Edu,Master Exp"
b9b51428f82401e27e5ea981f116412f,"Student,PhD candidate at Institut Curie, CRI and Université de Paris",Greater Paris Metropolitan Region,"Université Paris Cité,INSERM,Sorbonne Université,CRI,Institut Curie","Research Assistant,PhD candidate at Institut Curie, CRI and Université de Paris,PHD Candidate,PhD Candidate,Research Intern","Research,Student","Master Edu,Master Exp"
ba25ecf55c90b7ce87dd2cdc8cbb2492,清华大学 - Graduate Research Student, China,"清华大学,CRI Labs Summer School,深圳市优必选科技股份有限公司 · Permanent","Graduate Research Student,清华大学 - Graduate Research Student,Product Manager,Coordinator","Research,Other,Student","Master Edu,Master Exp"
ba3f42726f4cb01522c2ea52604834f3,Passionate Educator about arts and creative approaches of learning, Greece,Greek National Opera · Part-time,Usher,Other,Master Exp
ba50b249d67ebbea4102e37cd884e6fb,Associate Professor at CY Cergy Paris University,France,"Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris),University of Geneva,CY Cergy Paris University","Postdoctoral researcher,Research & Teaching Assistant,Associate Professor,PhD Student","Research,Student",PhD
baaf131b498e7734be21a7ce4dc54324,Engineer at CRI, France,"Unibiome (Peer To Peer Probiotics) · Self-employed,Bokinsky lab - TU Delft,INRAE · Contract,CRI · Contract","Co Founder,Engineer (IE),Engineer,Making antibiotics in E. Coli: function of a ferredoxin","Other,Entrepreneur,Student",Master Exp
bb00ee4a5ce1942e5aeaeed2dfda9502,--, United Arab Emirates,"UltraLasik Eye Center LLC · Full-time,Université Paris Descartes","Brain physiology and new microscopies lab,Clinic Manager","Other,Student",Master Exp
bb681082b39d8c381cbc48478ed1fa83,Researcher at IRIT (Institut de Recherche en Informatique de Toulouse),France,"Université Paul Sabatier Toulouse III,INRA French National Institute for Agricultural Research,IRIT (Institut de Recherche en Informatique de Toulouse),Harvard University,CRI,Max Planck Institute","research fellow,Research Assistant,Researcher,Residency - gamelab,Research Scientist","Research,Other",PhD
bb7bde52267eb5539aba81eecc2bcd3f,Postdoctoral Research Scientist at MPI-CBG - Max Planck Institute of Molecular Cell Biology and Genetics,Germany,"MPI-CBG - Max Planck Institute of Molecular Cell Biology and Genetics,Université de Paris","PHD Student,Postdoctoral Research Scientist","Research,Student",PhD
bc14668b2bf9120e10bba80795f7865f,Borsista at Fondazione Ricerca Fibrosi Cistica,Italy,"Institut Jacques Monod/CNRS & University Paris Diderot,Fondazione Ricerca Fibrosi Cistica","Borsista,PHD Fellow",Student,PhD
bc24dec89514c2733d4db33c369ee3ad,In Ausbildung/Studium: CRI,Greater Paris Metropolitan Region,Centre national de la recherche scientifique · Contract,Assistant Engineer,Student,Master Exp
bcc6c431ce8eed1a27be0df532d9b7e1,Scientist at PreviPharma,Germany,"GCS PITIE SALPETRIERE HOPITAL DES GARDIENS DE LA PAIX · Full-time,PreviPharma,Health Lab - CRI Paris · Full-time,Université Pierre et Marie Curie,DNA Electronics,CRI · Full-time","Scientist (Systems Biologist),Research Assistant,Research Intern,Research Internship,Research Engineer","Research,Student",Master Exp
bd196c8075017d16b13c923d89f2e615,Student, France,Université Grenoble Alpes,Étudiant(e) à Université Grenoble Alpes,Student,Master Edu
bdc5eb717dffd5ced814e967ed503de2,Rebooting Science! 🧬⚗️🛠🤝🌍Co-Founder & CEO at Just One Giant Lab (JOGL.io),Paris et périphérie,"Grand prix de l'innovation de la ville de Paris,National Institute for Health Data,Greater Paris University Hospitals - AP-HP,Ecole Polytechnique,French National Digital Council,La Paillasse","Member of the Digital Strategy Board,Member, piloting the working group on ecological transition,Jury for the Health/Biotech track,Rebooting Science! 🧬⚗️🛠🤝🌍Co-Founder & CEO at Just One Giant Lab (JOGL.io),Research assistant in Synthetic Biology,Co-Founder and President,Member of the expertise committee on public interest","Board,Research,Other","Master Edu,Master Exp"
beeb940b8c48fe0bff65a4c89fd9535b,Scientist chez MaxiVAX,Switzerland,"MaxiVAX · Full-time,University of Lausanne,ETH Zurich,Boston University","R&D Associate - Technology Development,Research Assistant,Master's Student in Biotechnology,Scientist chez MaxiVAX,Doctoral Researcher","Research,Student","Master Edu,Master Exp"
bf3db51c20301938ca022b7a810cdddf,Chargé de formation - Acadomia, France,"SNCF,Acadomia,Orange","Chargé de mission pédagogique et soft skills liés à la transformation,Chargé de formation,Chargé de projet formation","Other,Student",Master Exp
bf83d3cbf7ebfeeecdedd9519df56af8,PhD Student at Medical University of Vienna,Austria,"Inserm,Medical University of Vienna,CRI,Institut Pasteur,Humboldt-Universität zu Berlin,Institut Curie - Research Centre,ESPCI Paris","Master,Teaching Associate,Internship Trainee,PhD Student","Other,Research,Student","Licence Edu,Master Exp,Licence Exp"
bfa36ac9970eddda0d545572374567ce,"Chargée de cours at Université de Paris,Chargée de cours","Paris et périphérie,France","Universidad Jorge Tadeo Lozano,CRI,Université de Paris","Chargée de cours,Ingénierie pédagogique / Coordination,Doctorante","Other,Student","PhD,Master Edu,Master Exp"
c10674167315089247ea5fa8c98256f6,Initiatrice de projet at Tous Tes Possibles,France,"Inversons la Classe !,Inserm,IAE Bordeaux,Les Glénans - école de voile,Tous Tes Possibles","Monitrice de voile - Dériveur,Neurobiologie des fonctions exécutives,Présidente de l'association éco-responsable de l'IAE de Bordeaux - Bambou,Master,Junior Project Manager,Initiatrice de projet","Student,Board,Research,Other","Licence Edu,Licence Exp"
c13aac213408f36ec5a33890a173ff18,"M1 internship - Bayesian statistical model applied to forest ecology at AgroParisTech - National Institute of Technology for Life, Food and Environmental sciences",France,"Prince of Brittany,Ropes of success,AgroParisTech - National Institute of Technology for Life, Food and Environmental sciences,Terres Inovia,INRA - National Institute of Agronomic Research,Individual company Marc BIANCHI,ENSAE Paris","Internship in a small farm,Research internship,Discovery internship,Welcoming and organization at the International Agricultural Fair,Master,Ropes of Success,M1 internship - Bayesian statistical model applied to forest ecology","Other,Student","Licence Edu,Licence Exp"
c1e917433c4f34cfbebe80ead0fbb4a3,Instructional designer @Simplon.co & freelance web developer, France,"Louis Audéon,Transformation Makers,CLAVIM","Animateur d’ateliers,Développeur web freelance,IOT project manager","Other,Student",Master Exp
c1ed21a976cdea36f2e287366987629e,Chargée de mission intermédiation société civile - chercheur·e·s at KLASK ! Docteur·e·s et innovation sociale,France,"KLASK ! DOCTEUR E S ET INNOVATION SOCIALE,L'OUVRE-BOITES 44,SynLab,Institut Pasteur,KLASK ! Docteur·e·s et innovation sociale,Institut Curie","Chargée de mission intermédiation société civile - chercheur·e·s,Chargée de dévoloppement,PHD,intern,Volunteer,Student,coopératrice,Je Klask,Intern","Entrepreneurship,Board,Student,Research,Other","PhD,Master Edu,Master Exp"
c2846945e0eab867335b5c019e8e25d7,PhD at Université Denis Diderot (Paris VII),France,Université Denis Diderot (Paris VII),PhD,Student,PhD
c2d578a9add482ca2328c1d972ae7d58,"PhD Candidate, Barral Group at ETH Zürich,Student", Switzerland,"ETH Zürich,ETH Zürich · Full-time","PhD Candidate, Barral Group at ETH Zürich,Doctoral Student",Student,"Master Edu,Master Exp"
c2da48ea27c6af34d4aa93dd47afc14e,Ingénieure de Recherche at CNRS - Centre national de la recherche scientifique,France,"Université Paris-Sorbonne,CNRS - Centre national de la recherche scientifique,Université Paris Diderot,Université catholique de Louvain","Ingénieure de Recherche,Doctorat,Postodc,Postdoc,ATER","Other,Research,Student",PhD
c37697c78fa5cd833ddb743896bce924,Étudiant doctorant at Institut Curie,France,Institut Curie,Étudiant doctorant,Student,PhD
c3bbe3a3f61552fce8b32ce6c5e98665,Joint PhD student - Institut Gustave Roussy (France) - University of Turku (Finland), Finland,"CEA · Internship,University of Turku · Internship","Stagiaire (Ivaska Lab),Stagiaire au Laboratoire des Sciences du Climat et de l'Environnement (LSCE)",Other,Master Exp
c3db34a9c0507254fc2da7596b90bfaa,PHD Student at Institut Pasteur,France,Institut Pasteur,PHD Student,Student,PhD
c49275adba861c06f902a9227027cfb8,Étudiant en master Biologie intégrative et physiologie at Sorbonne Université,France,"UQAM | Université du Québec à Montréal,Tuteur Privé,Université Paris Descartes,Sorbonne Université,CRI","Échange L3 en Baccalauréat de mathématiques,Tuteur de mathématiques,Étudiant en master Biologie intégrative et physiologie,Master,Étudiant en licence Frontières du Vivant,Étudiant",Student,"Licence Edu,Licence Exp"
c4fe3dd94490b470f4ff83ab9b6c799e,Postdoctoral Researcher at Collège de France,France,"Collège de France,NeuroSpin",Postdoctoral Researcher,Research,PhD
c5146975713f6cd4aa6d3faf1efe04ad,student at Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris),France,"Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris),Université Paris Descartes","student,Étudiant",Student,Licence Exp
c55574484f6f74a39f634c3a6f294a77,EU Affairs Officer at European Bureau for Conservation and Development,Belgium,"Model European Union Vienna,BAG Malta,European Bureau for Conservation and Development,Engage University,Global Center on Adaptation,UN Environment Programme,Tierra Digna","Member of the European Parliament Participant,Communication Manager,Policy and Partnership Building,EU Affairs Officer,Sustainability Consultant,Young Leaders Program - External Engagement,Research Fellowship,Other","Research,Other,Student","Licence Edu,Licence Exp"
c5db7c6be287ff6314e655fba50f809e,Apprentie at Outsight,France,"Topivo Restauration,EPSI - L'école d'ingénierie informatique,Outsight","Apprentie,Stage assistant ingenieur,assistant hardware,Manager Équipière,Master","Student,Research,Other","Licence Edu,Licence Exp"
c62a22b5916cc2cbf5adabfdc7f2e6d7,"image analysis specialist / software developer at University of Basel,Research Engineer at University of Basel"," France,France","Institut Pasteur,University of Basel · Full-time,University of Basel,Max F. Perutz Laboratories","Chercheur postdoctoral,image analysis specialist / software developer,Research Engineer,PhD student","Research,Student","PhD,Master Exp"
c633ce13f70e141ce77c2a30d03758bd,doctorante at MNHN,France,MNHN,doctorante,Student,PhD
c68cf1004e5e3c92e741bed0f2a61907,Marie Curie Actions researcher at Institut Curie - Research Centre,France,"Sanofi,EPFL,Institut Curie - Research Centre","Marie Curie Actions researcher,Bioengineer,Intern,Student","Student,Research,Other","Master Edu,Master Exp"
c6b0fc3abd1daed550dc31b297a845f3,International L&D Manager Edflex, France,"Learning Tribes,Personality Matters, Youtube,Université de Paris","Project Manager for Continuous Language Learning,Co-Creator of a Youtube Project ""Personality Matters"",International L&D Manager Edflex,Charge de projet digital dans la formation professionnelle",Other,"Master Edu,Master Exp"
c70514d54b8cccd5c71292ba477a65cc,Postdoctoral Researcher in Stem Cells and Developmental Biology - NC3Rs Fellow, United Kingdom,"Institut Pasteur,Sorbonne Universités,Université Paris Diderot,King's College London","PhD candidate - Institut de Myologie,Research Intern- S. Tajbakhsh Lab - Stem Cells & Developmental biology,Research Associate - Centre for Stem Cells & Regenerative Medicine,Research Intern - Matière et Systèmes Complexes - Biophysics,Postdoctoral Researcher in Stem Cells and Developmental Biology - NC3Rs Fellow","Research,Student","Master Edu,Master Exp"
c74a37c5a01163ab23df0a9df3c43c34,Programmming engineer at Inra - Institut national de la recherche agronomique (France),Switzerland,"Muséum national d'Histoire naturelle,ETH Zürich,Université Paris Diderot,Eawag,Inra - Institut national de la recherche agronomique (France)","Student,PhD in ecology and evolution,Writing research grant applications,Postdoc,Programmming engineer,Teaching assistant,Research assistant","Research,Other,Student","PhD,Master Edu,Master Exp"
c7d573815e440aa96b36853bf95b0fb8,Auditeur Sécurité Offensive chez Zenika, France,"Inserm,Inria,Advens · Permanent,ARMATURE Technologies,Zenika,unitée mixte Institut Pasteur INRIA,Zenika · Permanent","Consultant sécurité offensive,internship,PhD student,Pentester,Consultant en sécurité informatique,Internship,Auditeur Sécurité Offensive,Auditeur Sécurité Offensive chez Zenika","Other,Student","Master Edu,Master Exp"
cb6a11e3da55729610a3e2611ab6f92f,Chemical Engineer at Northern Synthesis,Latvia,"Centre national de la recherche scientifique · Internship,INSERM · Full-time,SIA Northern Synthesis · Full-time","Chemical Engineer,Head Of Quality Assurance,Student Intern",Student,Master Exp
cba9af9b38dd4c6fb4c104e88247e70e,PHD Candidate at CRI, France,"Sensome · Internship,CRI · Contract,Mind Risers · Self-employed","PHD Candidate,R&D and Data intern,Creative Head",Student,Master Exp
cbcb21adde975bc6d59e085a7db7d8d3,Co-Founder at Bits Bodywear,France,Bits Bodywear,Co-Founder,Board,Master Exp
cbf3cbcd3a0c9832d31208a99c8fc1af,PHD Student at Université de Bordeaux,France,"Cellular Stress and Biomedicine - Biomedical Neuroscience Institute,Inserm,Université de Bordeaux,Aix-Marseille Université","Bachelor,Stagiaire,PHD Student,Master,Intern - Team Neuronal Circuits of Associative Learning","Research,Student","Licence Edu,Licence Exp"
cc32cf703b4a109b85566805cef7d92b,Science communicator,Greater Paris Metropolitan Region,"University of Aberdeen · Internship,Inria · Contract,Indépendant,Association TRACES","Chercheuse stagiaire,Médiatrice/Vulgarisatrice scientifique indépendante,Science communicator,Doctorante,Médiatrice scientifique à l'ESPGG","Other,Student","Master Edu,Master Exp"
cd5eed155411215c62ac362e099350b6,"Postdoctoral Research Fellow at Biozentrum, University of Basel"," Switzerland,Switzerland","Newcastle University,Inria,INSERM,Institut Pasteur,Biozentrum, University of Basel","Master Student,Postdoctoral Research Fellow,Postdoctoral Research Fellow at Biozentrum, University of Basel,PhD student","Research,Student","PhD,Master Edu,Master Exp"
cd8f904f54c876a305cab0ae20a91c83,"PhD, PharmD - Connecting data and partners to create innovative AI approaches in health", France,"Inserm,Lundbeck,AP-HP, Assistance Publique - Hôpitaux de Paris,Université Sorbonne Paris Cité,Haut Conseil de l'évaluation de la recherche et de l'enseignement supérieur - Hcéres,Owkin","Member of the Pool of Experts in Higher Education,Scientific advisor,PhD Fellow,Senior Alliances Manager - Data Alliances,Medical Science Liaison,Elected Delegate - Academic Council USPC","Other,Student",Master Exp
cdf4c9883a4bdcd7773d8e798b29863e,Machine Learning applied to Cosmology/Strong Lensing at Université de Montréal,France,Université de Montréal,Machine Learning applied to Cosmology/Strong Lensing,Research,Licence Exp
ce28bd8d20d8812006bbd3fa1ad81db4,Postdoctoral Researcher at Institut Pasteur,France,Institut Pasteur,"Postdoctoral Researcher,Researcher PHD Student","Research,Student",PhD
ce3476e9d8b4c50e91835dac8c227ec2,Visiting Fellow at Foresight Institute,United Kingdom,"Schumacher College,Phoebe Tickell Consulting,Kairos,Ruby Wax,The RSA (Royal Society for the encouragement of Arts, Manufactures and Commerce),DGOV Foundation,Enspiral Org Academy,The National Lottery Community Fund,Imperial College London,Enspiral,Future Farm Lab,The University of Edinburgh,225 Academy,Royal College of Art,Going Horizontal,International Bateson Institute,Fritjof Capra's Capra Course,Foresight Institute","Associate Lecturer,Fellow,Portfolio Officer at The Digital Fund,Visiting Graduate Lecturer (Synthetic Biology, Design, Future),Imperial College Subwarden (Live-in Mentorship, Alternative Education),Advisory Board,Undergraduate Lecturer (Science, Technology, Future, Sustainability),Founding Team  (Technology, Transformative Learning, Programme Design & Delivery),Entrepreneur and Member,Trainer and Community Catalyst,Team Lead Manager,Science Director,Philanthropy and Non-Profit Consultant,Advisor,Founder,Course Development Manager,Research Assistant and Lab Technician,Student,Visiting Fellow","Entrepreneurship,Board,Student,Research,Other","Master Edu,Master Exp"
cedd81a0bad5a924137b819cef763343,Sales Representative at Miltenyi Biotec,Spain,"Université Denis Diderot (Paris VII),Institute for Bioengineering of Catalonia (IBEC),Miltenyi Biotec","Researcher,Sales Representative,PhD student","Research,Other,Student",PhD
cfd4259f5aab8362dd3a359ccbd478ed,Founder and Principal Biomimicry/Circular Economy Expert at Wild Innovation Agency," France,France","Wild Innovation Agency · Self-employed,Ecole National Superieure d'Architecture de Grenoble,Biomimicry Switzerland,Zoepolis,Ceebios,EPFL (École polytechnique fédérale de Lausanne),Ideas Laboratory,University of Zagreb, Faculty of Architecture,Laboratoire Interdisciplinaire de Physique UMR5588,DarMar Studio · Self-employed,Ecole National Superieure d'Architecture de Grenoble · Contract Part-time,DarMar Studio,Wild Innovation Agency","Guest Lecturer,Lecturer Bioinspired Architecture and Design,Visiting Lecturer,PhD in evolutionary biology,Referent Innovation,Zoepoliticienne (membre du collectif) - biologiste, experte en biomimetisme,Founder and Principal Biomimicry/Circular Economy Expert,Bioinsired Platform Coordinator,Modern Feminist Pottery maker,Biomimicry Associate,Member of SCIC Ceebios,Founder and Principal Biomimicry/Circular Economy Expert at Wild Innovation Agency","Entrepreneurship,Other,Entrepreneur,Student","PhD,Master Edu,Master Exp"
d05fc3800f068c1a364badb5edb675f1,Student at Aims Community College,Senegal,PhD Student at UPMC,Physics of Proteins Diffusion in model membrane.,Student,Master Exp
d0855195cfd0163a08524cbd942c9804,Chargée de la médiation numérique,Greater Paris Metropolitan Region,"Sorbonne · Internship,Ville de Massy · Contract,CRI · Internship","Chargée de la médiation numérique,Recherche UX et serious game,Chercheur stagiaire sur un jeu en réalité virtuelle.","Research,Other,Student","Master Edu,Master Exp"
d0f50c5528c0e522762dc98e813e6866,Vice President at Mercuri Urval, Italy,Mercuri Urval Italy,Vice President,Student,Master Exp
d11b32847d31d278687867e947037ae7,Talent Development & Digital Learning Asisstant chez Valeo at Valeo,France,Valeo,"Talent Development & Digital Learning Asisstant chez Valeo,Communication & Digital Learning Assistant",Other,Master Exp
d1221af3307cb7d793c358e368b92b5a,Conseiller de la Rectrice - Responsable du Casnav de l'académie d'Orléans-Tours Inspecteur d'académie - Inspecteur pédagogique régional en lettres, France,Ministère chargé de l'Éducation nationale,"Conseiller de la Rectrice - Responsable du Casnav de l'académie d'Orléans-Tours Inspecteur d'académie - Inspecteur pédagogique régional en lettres,Inspecteur d'académie - Inspecteur pédagogique régional en lettres",Other,"Master Edu,Master Exp"
d1393223bd91ff8247213d100334d986,Postdoctoral Researcher at Wyss Institute for Biologically Inspired Engineering,United States of America,"Institut Pasteur,THERAVECTYS,Wyss Institute for Biologically Inspired Engineering","Postdoctoral Researcher,PhD Researcher","Research,Student",PhD
d13ff02821b61b990ff27a7b7ebb8784,Microscopy facility ingineer/ image analysis,Greater Paris Metropolitan Region,"Institut Pasteur,Institut Jacques Monod/CNRS & University Paris Diderot,CEA - Commissariat à l'énergie atomique et aux énergies alternatives","Microscopy facility ingineer at Centre Nationale de Recherche Scientifique,Microscopy facility ingineer/ image analysis,Microscopy facility ingineer at Pasteur Institut,Microscopy facility ingineer at Commissariat à l'énergie atomique(CEA)/IRSN/Ministère de la recherch","Research,Other","Master Edu,Master Exp"
d17c3ba2dd8a47ffb23173444dda6b36,"Sr. fluidics scientist at Stealth biotech startup,Sr. fluidics scientist","United States of America,United States","Koniku,Institut Curie,L'Oréal,ELEGEN,Fluigent,Max Planck Institute for Dynamics and Selforganization,ESPCI ParisTech,Stealth biotech startup","Scientific collaboration,Microfluidics scientist,Visiting Research Scientist,Sr. fluidics scientist,Intern","Other,Research,Student","PhD,Master Edu,Master Exp"
d1ec2186dd9c5d3466b5b5847ca7a69b,Stage L3 sur les cervicales chez les oiseaux en lien avec la phylogénie et l'environnement at Muséum national d'Histoire naturelle,France,"Université de Strasbourg,Muséum national d'Histoire naturelle","Master,Stage L3 sur les cervicales chez les oiseaux en lien avec la phylogénie et l'environnement","Research,Student","Licence Edu,Licence Exp"
d20f83137c70059bd189adb430e248d7,Chief Creative & Scientific Officer at Virtualisurg,Brazil,"BeAnotherLab,CRI,Virtualisurg","Chief Creative & Scientific Officer,Co-Founder / Lead Art & Science Researcher / VR Interactive System Designer,PhD Researcher on Cognitive Sciences, Psychology and Educational Technologies","Entrepreneurship,Board,Student",PhD
d24a33ca813c68bae2198aacad3ec2eb,Stage BIOTEC at BIOTEC biologische Naturverpackungen GmbH & Co,France,Agrocampus Ouest,Master,Student,Licence Edu
d2f29542bfde7a88c1273bc76c5c83e3,"Systems biology of aging,Postdoctoral Research Fellow at Weizmann Institute of Science",Israel,"Harvard Medical School,INSERM U1001,Centre de Recherches Interdisciplinaires - Center for Research and Interdisciplinarity (CRI Paris),Weizmann Institute of Science","Postdoctoral Researcher,Systems biology of aging,Graduate Student,Student,Visiting Scholar,Postdoctoral Research Fellow,Doctoral Researcher","Other,Research,Student","PhD,Master Edu,Master Exp"
d39b0e6a00698b4b9e66f7e0d8b0ffba,,,,,,Master Exp
d3a2018447ce59fd3eca2a90240962b8,"Entreprenariat et recherche en sciences participatives marines et instrumentation open source,Student",France,"Learning Planet Institute,Objectif Sciences International,CRI,Astrolabe Expéditions","Responsable du programme de recherche et d'education CETIS,Formation Aquathon,Entreprenariat et recherche en sciences participatives marines et instrumentation open source,Fondateur et CEO","Research,Entrepreneur,Student","Master Edu,Master Exp"
d3fbd44c300d0a950ca743130dd4b49a,Senior Scientist - investigative Safety - Automation cluster at Roche,Switzerland,"Université de Paris,L'Oréal,Roche,One Young World,EZBio.net","Ambassador,Senior Scientist - investigative Safety - Automation cluster,Senior Scientist - investigative Safety - Advanced Vascular Models,PhD student,Lab head, Research Scientist - Dermis Physiology Group,Scientist - investigative Safety - Advanced Vascular Models,Research Scientist - Omics Data Scientist - Digital Biology Lab,Founder,Teaching Assistant - Biomedical Engineering Master Programme","Entrepreneurship,Research,Student,Other",PhD
d4097ccbc165da7a6b19992b0cd51739,Product manager for EdTech at Learning Planet Institute (ex-CRI),France,"Institut Pasteur,IMT,Learning Planet Institute (ex-CRI),Sorbonne Université","MOOC chapter creation: biomarkers for dengue,PhD : Network analysis and machine learning for biomedical data,Product manager for EdTech,Teacher in biostatistics,Post-doctoral researcher in adaptive learning","Research,Other,Student",PhD
d42d34ad15dd9e556a235cec3d444056,"Student,Early-stage researcher", Spain,"Centro de Investigación Médica Aplicada,National University of Singapore,Indian Institute of Science (IISc) · Full-time,Institut Curie - Research Centre","Project Associate,Intern,Early-stage researcher","Other,Student","Master Edu,Master Exp"
d44352992e0ca90039f8e7b742e819c2,Postdoctoral Researcher at Universitat Pompeu Fabra,France,"Universitat Pompeu Fabra,Université de Paris","Postdoctoral Researcher,PHD Student","Research,Student",PhD
d4b2214efc1507c575c67a30a9de4a69,"PhD, Global Medical and Scientific Communications chez Sanofi", France,"Cancéropôle Île-de-France,Institut Curie","Research Intern,PhD, Global Medical and Scientific Communications chez Sanofi",Student,"Master Edu,Master Exp"
d500f8933cf68a60b2daf292f9c47742,Scientist I at Vaxcyte, United States,"Harvard Medical School,Vaxcyte · Full-time,Boston University","Researcher,Scientist I at Vaxcyte,Scientist I",Research,"Master Edu,Master Exp"
d5652a7985d0096bf4f3d3f835d9bad1,"Scientific Project Officer in the French National Research Agency - ANR,Scientific Project Officer at French National Research Agency - ANR"," France,France","Universidad de Cartagena - Colombia,Muséum national d'Histoire naturelle,Sorbonne University, Institute for the History and Philosophy of Science and Technology,INVEMAR,Université Paris Descartes,French National Research Agency - ANR","Trainer in ""Theoretical and practical courses: CO2, acidification and climate change"",Stage en Micropaléontologie,Chargée de Projets Scientifiques,Invited Researcher,Intervenante ""Cours théoriques et pratiques: CO2, acidification et changement climatique"",PhD Researcher in Biogeochemistry,Chercheure invitée,Stage en Histoire et Philosophie des Sciences,Chercheure doctorante en Biogéochimie,Scientific Project Officer,Scientific Project Officer in the French National Research Agency - ANR","Other,Research,Student","PhD,Master Edu,Master Exp"
d5677c3d7967b3a7c8c4670c744c1976,PhD student CEA - Hôpital Saint-Louis, France,CEA - Commissariat à l'énergie atomique et aux énergies alternatives,Étudiant doctorant,Student,Master Exp
d580ced4904bdc3226762e485a551dc5,Référence Hygiène et Sécurité Alimentaire ARPEGE Cook and Style at ARPEGE Cook And Style,France,"Elior France,ARPEGE Cook And Style,Inra - Institut national de la recherche agronomique (France)","Référence Hygiène et Sécurité Alimentaire ARPEGE Cook and Style,Stage de recherche - Laboratoire de Physiologie de la Nutrition et du Comportement Humain,Master,Hygiéniste,Stagiaire Hygiène et Qualité - Division Santé,Assistante hygiène et sécurité alimentaire ARPEGE Cook and Style","Research,Other,Student","Licence Edu,Licence Exp"
d5e6aa975c24d370d4014a3e48a706f6,Co-Owner at Reify Art Design,United States of America,"Reify Art Design,CRI,Trader Joe's","Biological Sciences Education and Technology Facilitator/Mentor,Co-Owner,Graduate Student,Crew Member","Entrepreneurship,Other,Student",Master Exp
d6496c509cd180ad1282c24064c45a7b,Digital Content Coordinator at Winrock International, Thailand,"Winrock International · Full-time,Tilak Healthcare · Internship","Marketing and Communication intern,Digital Content Coordinator","Other,Student",Master Exp
d69d62d39c3d45dd243aa869b7bf7def,Postdoctoral Researcher at Institut Pasteur,France,"Institut Pasteur,Human evolutionary genetics, Institut Pasteur","Postdoctoral Researcher,PHD Student","Research,Student",PhD
d6a79259f3ab448dc05605dc638fc823,Strategic Partnerships | Future of Work & Learning | Social Innovation | Digital Transformation | Startup Engagement, Ireland,"Tender Information Service · Part-time,Qala · Full-time,Edtech Connections · Contract,Qiesto Learning · Part-time,The Partnership Lab · Freelance,Nigerian University of Technology and Management · Contract,Spin Up Science · Full-time","Programme Director,Learning Consultant,Director of Progmme,Team Lead Business Development,Strategic Partnership Coach for Entrepreneurs,Co-Founder,Lead Faculty, TEDLab","Board,Entrepreneur,Student",Master Exp
d72ede6b87a932112f8bd9681c583465,Assistant chef de projet at EFFICIENCE MARKETING,France,"Université franco-allemande Deutsch-Französische Hochschule UFA DFH,HAW Hamburg",Master,Student,Licence Edu
d73f218d8dcd8d5a6fc74cc50e0a36c8,--,Germany,codecentric AG,"IT Consultant,--",Student,"Master Edu,Master Exp"
d7c7c12337c37fa79ad3e988c015a19c,FabManager, France,"Les Franciscaines - Deauville · Permanent,LePoleS","FabManager,Assistante FabLab","Other,Student",Master Exp
d92436e015f6977a733badcdc6cf5f73,Postdoctoral Researcher at CNRS,France,"CNRS,Université Paris Descartes","Postdoctoral Researcher,PhD Student - Computational Neuroscience","Research,Student",PhD
d94e7d4e359b5315928c9d2370e18ea3,PhD Candidate,Greater Paris Metropolitan Region,"médialab Sciences Po, CRI Paris,Sciences Po,Université Paris Descartes","Teacher,PhD Candidate,Teaching Assistant,Research Assistant","Research,Other,Student","Master Edu,Master Exp"
d984f94f695145069d028a5a22835be4,International data-driven digital marketer, France,Healthera,Digital Consultant,Other,Master Exp
d99be03c2c4c33012fc141d6932c9bea,"PhD student at Institut Curie,PHD Candidate at Institut Curie"," France,France","Institut Pasteur · Internship,Institut Curie","PHD Candidate,PhD student at Institut Curie,Intern",Student,"PhD,Master Edu,Master Exp"
d9a597623ed977cd2578f3898ac6f41e,Postdoctoral Research Fellow at École normale supérieure,France,"Inserm,École normale supérieure",Postdoctoral Research Fellow,Research,PhD
